,Year,SE.ADT.1524.LT.FE.ZS,SP.POP.TOTL,SP.POP.80UP.FE,Country Code,Country Name,Region,Income Group,Lending Type
262,2010,98.1650695801,3041434.0,8244,OMN,Oman,Middle East & North Africa,High income,Not classified
263,2014,99.0566177368,4027260.0,9164,OMN,Oman,Middle East & North Africa,High income,Not classified
264,2015,98.7533187866,4267348.0,9306,OMN,Oman,Middle East & North Africa,High income,Not classified
265,2016,98.9804000854,4479219.0,9684,OMN,Oman,Middle East & North Africa,High income,Not classified
266,2017,98.9563827515,4665935.0,9989,OMN,Oman,Middle East & North Africa,High income,Not classified
267,2018,98.9794311523,4829483.0,10310,OMN,Oman,Middle East & North Africa,High income,Not classified
268,2010,62.2983703613,179424641.0,497875,PAK,Pakistan,South Asia,Lower middle income,Blend
269,2011,63.1368103027,183340592.0,528439,PAK,Pakistan,South Asia,Lower middle income,Blend
270,2012,64.4740982056,187281475.0,552810,PAK,Pakistan,South Asia,Lower middle income,Blend
271,2013,63.4379997253,191262919.0,570073,PAK,Pakistan,South Asia,Lower middle income,Blend
272,2014,65.5477905273,195306825.0,579723,PAK,Pakistan,South Asia,Lower middle income,Blend
273,2017,67.5371322632,207896686.0,641878,PAK,Pakistan,South Asia,Lower middle income,Blend
274,2010,97.3368682861,3642687.0,30060,PAN,Panama,Latin America & Caribbean ,High income,IBRD
275,2018,98.8742904663,4176873.0,44822,PAN,Panama,Latin America & Caribbean ,High income,IBRD
276,2010,71.4000015259,7310507.0,17414,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
277,2010,98.7288208008,6248020.0,37046,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
278,2012,98.103767395,6421512.0,39424,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
279,2013,99.2045974731,6510276.0,40279,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
280,2014,98.4634094238,6599526.0,41140,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
281,2015,98.9689025879,6688746.0,42137,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
282,2016,98.7038116455,6777872.0,44193,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
283,2018,98.8678436279,6956071.0,48152,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
284,2012,98.6757507324,29506788.0,217730,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
285,2014,98.7896575928,30090359.0,245458,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
286,2015,98.7729034424,30470734.0,260569,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
287,2016,98.672203064,30926032.0,276765,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
288,2017,98.8530807495,31444297.0,291776,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
289,2018,98.9669723511,31989256.0,305990,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
290,2013,98.8154296875,98871552.0,417894,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
291,2015,99.2667312622,102113212.0,450685,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
292,2011,99.479637146,10557560.0,338425,PRT,Portugal,Europe & Central Asia,High income,Not classified
293,2018,99.7015609741,10283822.0,420301,PRT,Portugal,Europe & Central Asia,High income,Not classified
294,2010,98.8541870117,3721525.0,78847,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
295,2017,92.3897018433,3325286.0,94928,PRI,Puerto Rico,Latin America & Caribbean ,High income,Not classified
296,2010,96.2904586792,1856327.0,1105,QAT,Qatar,Middle East & North Africa,High income,Not classified
297,2011,97.2424697876,2035871.0,1169,QAT,Qatar,Middle East & North Africa,High income,Not classified
298,2012,97.8275527954,2196074.0,1232,QAT,Qatar,Middle East & North Africa,High income,Not classified
299,2013,95.7988128662,2336574.0,1290,QAT,Qatar,Middle East & North Africa,High income,Not classified
300,2014,96.3485183716,2459198.0,1360,QAT,Qatar,Middle East & North Africa,High income,Not classified
301,2016,97.2647705078,2654374.0,1595,QAT,Qatar,Middle East & North Africa,High income,Not classified
302,2017,96.1146621704,2724724.0,1757,QAT,Qatar,Middle East & North Africa,High income,Not classified
303,2011,98.9762191772,20147528.0,462531,ROU,Romania,Europe & Central Asia,High income,IBRD
304,2018,99.4396820068,19472545.0,599268,ROU,Romania,Europe & Central Asia,High income,IBRD
305,2010,99.7580184937,142849468.0,3225727,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
306,2018,99.7490921021,144477860.0,4080772,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
307,2010,77.9724578857,10039338.0,18907,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
308,2012,83.4873886108,10549678.0,23984,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
309,2014,86.2622528076,11083635.0,27717,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
310,2018,88.5018234253,12301939.0,27611,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
311,2011,99.4580383301,187469.0,1063,WSM,Samoa,East Asia & Pacific,Upper middle income,IDA
312,2018,99.4357528687,196130.0,901,WSM,Samoa,East Asia & Pacific,Upper middle income,IDA
313,2012,96.3508834839,188404.0,642,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
314,2018,97.8541793823,211028.0,718,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
315,2013,99.1369934082,30052518.0,78585,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
316,2017,99.2804412842,33099147.0,85715,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
317,2011,58.7437095642,13033809.0,26955,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
318,2013,51.1530799866,13782420.0,29809,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
319,2017,63.5027084351,15419381.0,35014,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
320,2011,99.2699127197,7234099.0,143328,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
321,2016,99.7246780396,7058322.0,168563,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
322,2010,99.3830795288,89770.0,1046,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
323,2018,99.5999984741,96762.0,1151,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
324,2013,50.8570899963,6863980.0,14607,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
325,2018,62.69921875,7650154.0,16420,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
326,2010,99.7666702271,5076732.0,48230,SGP,Singapore,East Asia & Pacific,High income,Not classified
327,2011,99.8805923462,5183688.0,51215,SGP,Singapore,East Asia & Pacific,High income,Not classified
328,2012,99.8929595947,5312437.0,54486,SGP,Singapore,East Asia & Pacific,High income,Not classified
329,2013,99.901008606,5399162.0,57457,SGP,Singapore,East Asia & Pacific,High income,Not classified
330,2014,99.9038925171,5469724.0,60426,SGP,Singapore,East Asia & Pacific,High income,Not classified
331,2015,99.8381195068,5535002.0,63543,SGP,Singapore,East Asia & Pacific,High income,Not classified
332,2016,99.9405136108,5607283.0,67613,SGP,Singapore,East Asia & Pacific,High income,Not classified
333,2017,99.9401397705,5612253.0,71005,SGP,Singapore,East Asia & Pacific,High income,Not classified
334,2018,99.9423675537,5638676.0,74639,SGP,Singapore,East Asia & Pacific,High income,Not classified
335,2014,99.9000015259,2061980.0,68519,SVN,Slovenia,Europe & Central Asia,High income,Not classified
336,2010,98.9013671875,51216964.0,201757,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
337,2011,99.1521377563,52004172.0,215939,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
338,2012,99.2707138062,52834005.0,227826,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
339,2014,99.0843734741,54545991.0,243698,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
340,2015,99.2290420532,55386367.0,247576,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
341,2017,96.8758926392,57000451.0,275995,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
342,2018,47.3692016602,10975920.0,28218,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
343,2010,99.6863632202,46576897.0,1491402,ESP,Spain,Europe & Central Asia,High income,Not classified
344,2011,99.7459716797,46742697.0,1561707,ESP,Spain,Europe & Central Asia,High income,Not classified
345,2012,99.7057189941,46773055.0,1630040,ESP,Spain,Europe & Central Asia,High income,Not classified
346,2013,99.6428909302,46620045.0,1690014,ESP,Spain,Europe & Central Asia,High income,Not classified
347,2014,99.6868133545,46480882.0,1740207,ESP,Spain,Europe & Central Asia,High income,Not classified
348,2015,99.694190979,46444832.0,1780005,ESP,Spain,Europe & Central Asia,High income,Not classified
349,2016,99.6060562134,46484062.0,1806219,ESP,Spain,Europe & Central Asia,High income,Not classified
350,2018,99.7438964844,46797754.0,1823768,ESP,Spain,Europe & Central Asia,High income,Not classified
351,2010,98.5889663696,20261737.0,166750,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
352,2016,98.9448928833,21203000.0,204312,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
353,2017,99.1477737427,21444000.0,210310,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
354,2018,99.044593811,21670000.0,216069,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
355,2018,73.4899978638,41801533.0,116941,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
356,2010,98.8021469116,529126.0,3329,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
357,2012,97.2596588135,541247.0,3665,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
358,2018,98.3999633789,575987.0,4707,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
359,2014,99.9000015259,8252833.0,24738,TJK,Tajikistan,Europe & Central Asia,Low income,IDA
360,2010,72.7710037231,44346525.0,68703,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
361,2012,84.8480224609,47052481.0,78551,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
362,2015,84.6408004761,51482633.0,82251,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
363,2010,96.5520401001,67195028.0,638139,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
364,2013,98.6549072266,68144501.0,787025,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
365,2015,98.2929916382,68714511.0,889902,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
366,2018,98.5939331055,69428524.0,1063386,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
367,2010,78.5684432983,1093523.0,2876,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
368,2018,84.6505126953,1267972.0,4231,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
369,2011,72.7081222534,6595943.0,9242,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
370,2015,78.3708496094,7323158.0,9982,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
371,2011,99.5104293823,103562.0,756,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
372,2018,99.5397796631,103197.0,676,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
373,2010,99.5999984741,1328147.0,12719,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
374,2010,96.0935592651,10635244.0,79428,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
375,2011,96.3175888062,10741880.0,85252,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
376,2012,95.7175827026,10847002.0,90864,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
377,2014,95.8011932373,11063201.0,100008,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
378,2010,97.1973266602,72326988.0,557415,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
379,2011,97.9363021851,73443863.0,603000,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
380,2012,98.412651062,74653016.0,648749,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
381,2013,98.7420578003,75928564.0,692606,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
382,2014,98.950920105,77231907.0,731701,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
383,2015,99.1670837402,78529409.0,765083,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
384,2016,99.3715515137,79821724.0,806629,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
385,2017,99.5864334106,81101892.0,842623,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
386,2014,99.9000015259,5466328.0,28425,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
387,2010,85.4714584351,32428167.0,45219,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
388,2012,81.6541976929,34559168.0,52397,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
389,2018,89.9506378174,42723139.0,59880,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
390,2012,99.9827194214,45593342.0,1186940,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
391,2015,99.1100006104,9262900.0,4220,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
392,2010,99.2254104614,3359275.0,92156,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
393,2011,99.1209793091,3368934.0,95307,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
394,2012,99.2977828979,3378974.0,97970,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
395,2013,99.3101501465,3389439.0,100262,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
396,2014,99.3906173706,3400434.0,102230,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
397,2015,99.2286834717,3412009.0,103895,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
398,2016,99.4412994385,3424132.0,105811,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
399,2017,99.3169937134,3436646.0,107284,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
400,2018,99.1659927368,3449299.0,108400,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
401,2013,100.0,30243200.0,171947,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
402,2014,99.999961853,30757700.0,167226,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
403,2015,99.999961853,31298900.0,161628,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
404,2016,100.0,31847900.0,166886,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
405,2018,99.9999237061,32956100.0,172766,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
406,2014,95.5999984741,263888.0,538,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
407,2018,96.5966110229,292680.0,773,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
408,2011,98.236366272,28888369.0,187731,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
409,2015,99.3173904419,30081829.0,216457,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
410,2016,99.0925827026,29846179.0,226164,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
411,2018,98.3531417847,95540395.0,1261052,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
412,2010,99.2740402222,3786161.0,7154,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
413,2011,99.3669967651,3882986.0,7670,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
414,2012,99.2270812988,3979998.0,8122,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
415,2013,99.2749023438,4076708.0,8510,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
416,2014,99.319442749,4173398.0,8853,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
417,2015,99.2678604126,4270092.0,9166,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
418,2016,99.3130722046,4367088.0,9896,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
419,2018,99.3823928833,4569087.0,11228,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
420,2010,86.5094528198,13605984.0,22506,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
421,2018,91.6281890869,17351822.0,30775,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
422,2011,92.1245574951,12894316.0,43811,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
423,2014,93.1883468628,13586681.0,43202,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
