,Year,SE.ADT.1524.LT.FE.ZS,SP.POP.TOTL,SH.DYN.STLB,Country Code,Country Name,Region,Income Group,Lending Type
248,2016,84.4137878418,53045226.0,14.77063412,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
249,2011,95.346321106,2156701.0,15.84240528,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
250,2018,96.1984405518,2448255.0,14.91309876,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
251,2011,80.2068328857,27041437.0,22.20937556,NPL,Nepal,South Asia,Lower middle income,IDA
252,2018,90.8834686279,28087871.0,17.80002739,NPL,Nepal,South Asia,Lower middle income,IDA
253,2015,93.6019363403,6223240.0,11.53454656,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
254,2012,31.6439094543,17795191.0,21.18372587,NER,Niger,Sub-Saharan Africa ,Low income,IDA
255,2018,35.5600013733,22442948.0,19.7688087,NER,Niger,Sub-Saharan Africa ,Low income,IDA
256,2018,68.2626266479,195874740.0,22.4312963,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
257,2014,98.5,2077775.0,5.903316349,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
258,2010,98.1650695801,3041434.0,6.189926787,OMN,Oman,Middle East & North Africa,High income,Not classified
259,2014,99.0566177368,4027260.0,5.504552743,OMN,Oman,Middle East & North Africa,High income,Not classified
260,2015,98.7533187866,4267348.0,5.453222875,OMN,Oman,Middle East & North Africa,High income,Not classified
261,2016,98.9804000854,4479219.0,5.463507025,OMN,Oman,Middle East & North Africa,High income,Not classified
262,2017,98.9563827515,4665935.0,5.475865467,OMN,Oman,Middle East & North Africa,High income,Not classified
263,2018,98.9794311523,4829483.0,5.534491431,OMN,Oman,Middle East & North Africa,High income,Not classified
264,2010,62.2983703613,179424641.0,36.49654902,PAK,Pakistan,South Asia,Lower middle income,Blend
265,2011,63.1368103027,183340592.0,35.62988659,PAK,Pakistan,South Asia,Lower middle income,Blend
266,2012,64.4740982056,187281475.0,34.82980974,PAK,Pakistan,South Asia,Lower middle income,Blend
267,2013,63.4379997253,191262919.0,34.24592745,PAK,Pakistan,South Asia,Lower middle income,Blend
268,2014,65.5477905273,195306825.0,33.65653191,PAK,Pakistan,South Asia,Lower middle income,Blend
269,2017,67.5371322632,207896686.0,31.89944351,PAK,Pakistan,South Asia,Lower middle income,Blend
270,2013,99.829498291,17606.0,8.698361027,PLW,Palau,East Asia & Pacific,High income,IBRD
271,2015,99.1705093384,17665.0,8.328195145,PLW,Palau,East Asia & Pacific,High income,IBRD
272,2010,97.3368682861,3642687.0,9.51174599,PAN,Panama,Latin America & Caribbean ,High income,IBRD
273,2018,98.8742904663,4176873.0,7.890887946,PAN,Panama,Latin America & Caribbean ,High income,IBRD
274,2010,71.4000015259,7310507.0,17.55601676,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend
275,2010,98.7288208008,6248020.0,13.36142636,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
276,2012,98.103767395,6421512.0,12.65922098,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
277,2013,99.2045974731,6510276.0,12.26199028,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
278,2014,98.4634094238,6599526.0,11.92534429,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
279,2015,98.9689025879,6688746.0,11.50817195,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
280,2016,98.7038116455,6777872.0,11.24188245,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
281,2018,98.8678436279,6956071.0,10.72704816,PRY,Paraguay,Latin America & Caribbean ,Upper middle income,IBRD
282,2012,98.6757507324,29506788.0,8.493651937,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
283,2014,98.7896575928,30090359.0,8.043719173,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
284,2015,98.7729034424,30470734.0,7.857246859,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
285,2016,98.672203064,30926032.0,7.648416409,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
286,2017,98.8530807495,31444297.0,7.399978997,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
287,2018,98.9669723511,31989256.0,7.203215978,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD
288,2013,98.8154296875,98871552.0,11.47314256,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
289,2015,99.2667312622,102113212.0,11.07568195,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD
290,2011,99.479637146,10557560.0,2.601600373,PRT,Portugal,Europe & Central Asia,High income,Not classified
291,2018,99.7015609741,10283822.0,2.498801078,PRT,Portugal,Europe & Central Asia,High income,Not classified
292,2010,96.2904586792,1856327.0,6.5876678,QAT,Qatar,Middle East & North Africa,High income,Not classified
293,2011,97.2424697876,2035871.0,6.514935093,QAT,Qatar,Middle East & North Africa,High income,Not classified
294,2012,97.8275527954,2196074.0,6.366115366,QAT,Qatar,Middle East & North Africa,High income,Not classified
295,2013,95.7988128662,2336574.0,6.215748853,QAT,Qatar,Middle East & North Africa,High income,Not classified
296,2014,96.3485183716,2459198.0,6.055771764,QAT,Qatar,Middle East & North Africa,High income,Not classified
297,2016,97.2647705078,2654374.0,5.781147222,QAT,Qatar,Middle East & North Africa,High income,Not classified
298,2017,96.1146621704,2724724.0,5.644512893,QAT,Qatar,Middle East & North Africa,High income,Not classified
299,2011,98.9762191772,20147528.0,4.095195201,ROU,Romania,Europe & Central Asia,High income,IBRD
300,2018,99.4396820068,19472545.0,3.281355645,ROU,Romania,Europe & Central Asia,High income,IBRD
301,2010,99.7580184937,142849468.0,4.595361381,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
302,2018,99.7490921021,144477860.0,3.958517154,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD
303,2010,77.9724578857,10039338.0,18.94379636,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
304,2012,83.4873886108,10549678.0,17.94728024,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
305,2014,86.2622528076,11083635.0,18.53618365,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
306,2018,88.5018234253,12301939.0,17.23914998,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA
307,2011,99.4580383301,187469.0,9.651919156,WSM,Samoa,East Asia & Pacific,Upper middle income,IDA
308,2018,99.4357528687,196130.0,8.892904546,WSM,Samoa,East Asia & Pacific,Upper middle income,IDA
309,2018,100.0,33785.0,1.817329595,SMR,San Marino,Europe & Central Asia,High income,Not classified
310,2012,96.3508834839,188404.0,14.25008529,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
311,2018,97.8541793823,211028.0,12.84526622,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA
312,2013,99.1369934082,30052518.0,6.003998686,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
313,2017,99.2804412842,33099147.0,5.274381071,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified
314,2011,58.7437095642,13033809.0,22.27010368,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
315,2013,51.1530799866,13782420.0,21.56836815,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
316,2017,63.5027084351,15419381.0,19.75640618,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA
317,2011,99.2699127197,7234099.0,4.779121534,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
318,2016,99.7246780396,7058322.0,4.7823830350000005,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD
319,2010,99.3830795288,89770.0,9.343936636,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
320,2018,99.5999984741,96762.0,9.611963576,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD
321,2013,50.8570899963,6863980.0,25.63887855,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
322,2018,62.69921875,7650154.0,24.03273212,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA
323,2010,99.7666702271,5076732.0,2.265707021,SGP,Singapore,East Asia & Pacific,High income,Not classified
324,2011,99.8805923462,5183688.0,2.272867514,SGP,Singapore,East Asia & Pacific,High income,Not classified
325,2012,99.8929595947,5312437.0,2.267382477,SGP,Singapore,East Asia & Pacific,High income,Not classified
326,2013,99.901008606,5399162.0,2.2176513350000002,SGP,Singapore,East Asia & Pacific,High income,Not classified
327,2014,99.9038925171,5469724.0,2.164959869,SGP,Singapore,East Asia & Pacific,High income,Not classified
328,2015,99.8381195068,5535002.0,2.129706348,SGP,Singapore,East Asia & Pacific,High income,Not classified
329,2016,99.9405136108,5607283.0,2.102773531,SGP,Singapore,East Asia & Pacific,High income,Not classified
330,2017,99.9401397705,5612253.0,2.071184272,SGP,Singapore,East Asia & Pacific,High income,Not classified
331,2018,99.9423675537,5638676.0,2.026209358,SGP,Singapore,East Asia & Pacific,High income,Not classified
332,2014,99.9000015259,2061980.0,2.716547853,SVN,Slovenia,Europe & Central Asia,High income,Not classified
333,2010,98.9013671875,51216964.0,17.25567817,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
334,2011,99.1521377563,52004172.0,17.08844662,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
335,2012,99.2707138062,52834005.0,16.97405429,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
336,2014,99.0843734741,54545991.0,16.72063347,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
337,2015,99.2290420532,55386367.0,16.70937527,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
338,2017,96.8758926392,57000451.0,16.61113007,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD
339,2018,47.3692016602,10975920.0,28.75164398,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA
340,2010,99.6863632202,46576897.0,2.709148118,ESP,Spain,Europe & Central Asia,High income,Not classified
341,2011,99.7459716797,46742697.0,2.739188171,ESP,Spain,Europe & Central Asia,High income,Not classified
342,2012,99.7057189941,46773055.0,2.745076133,ESP,Spain,Europe & Central Asia,High income,Not classified
343,2013,99.6428909302,46620045.0,2.642391062,ESP,Spain,Europe & Central Asia,High income,Not classified
344,2014,99.6868133545,46480882.0,2.399748437,ESP,Spain,Europe & Central Asia,High income,Not classified
345,2015,99.694190979,46444832.0,2.311841866,ESP,Spain,Europe & Central Asia,High income,Not classified
346,2016,99.6060562134,46484062.0,2.295422848,ESP,Spain,Europe & Central Asia,High income,Not classified
347,2018,99.7438964844,46797754.0,2.263850435,ESP,Spain,Europe & Central Asia,High income,Not classified
348,2010,98.5889663696,20261737.0,7.447555701,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
349,2016,98.9448928833,21203000.0,6.144507409,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
350,2017,99.1477737427,21444000.0,6.101944469,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
351,2018,99.044593811,21670000.0,6.049933493,LKA,Sri Lanka,South Asia,Lower middle income,IBRD
352,2018,73.4899978638,41801533.0,22.93126367,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA
353,2010,98.8021469116,529126.0,12.92057776,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
354,2012,97.2596588135,541247.0,12.45614205,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
355,2018,98.3999633789,575987.0,11.36816306,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD
356,2014,99.9000015259,8252833.0,9.5934313,TJK,Tajikistan,Europe & Central Asia,Low income,IDA
357,2010,72.7710037231,44346525.0,21.77114026,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
358,2012,84.8480224609,47052481.0,21.4618571,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
359,2015,84.6408004761,51482633.0,20.13903687,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA
360,2010,96.5520401001,67195028.0,7.493073763,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
361,2013,98.6549072266,68144501.0,6.7197382,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
362,2015,98.2929916382,68714511.0,6.338012891,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
363,2018,98.5939331055,69428524.0,5.888225335,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD
364,2010,78.5684432983,1093523.0,15.36000871,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
365,2018,84.6505126953,1267972.0,13.07809739,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend
366,2011,72.7081222534,6595943.0,24.56366389,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
367,2015,78.3708496094,7323158.0,23.36669949,TGO,Togo,Sub-Saharan Africa ,Low income,IDA
368,2011,99.5104293823,103562.0,7.786155945,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
369,2018,99.5397796631,103197.0,7.749399947,TON,Tonga,East Asia & Pacific,Upper middle income,IDA
370,2010,99.5999984741,1328147.0,10.3712811,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD
371,2010,96.0935592651,10635244.0,12.13866184,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
372,2011,96.3175888062,10741880.0,11.97928649,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
373,2012,95.7175827026,10847002.0,11.84561779,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
374,2014,95.8011932373,11063201.0,11.90591222,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD
375,2010,97.1973266602,72326988.0,6.177589063,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
376,2011,97.9363021851,73443863.0,5.748110384,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
377,2012,98.412651062,74653016.0,5.484741264,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
378,2013,98.7420578003,75928564.0,5.365433328,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
379,2014,98.950920105,77231907.0,5.053046713,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
380,2015,99.1670837402,78529409.0,4.799113158,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
381,2016,99.3715515137,79821724.0,4.753891854,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
382,2017,99.5864334106,81101892.0,4.55051575,TUR,Turkey,Europe & Central Asia,Upper middle income,IBRD
383,2014,99.9000015259,5466328.0,8.555367103,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD
384,2010,85.4714584351,32428167.0,20.77999705,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
385,2012,81.6541976929,34559168.0,20.11304139,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
386,2018,89.9506378174,42723139.0,18.09073672,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA
387,2012,99.9827194214,45593342.0,4.994689537,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD
388,2015,99.1100006104,9262900.0,5.151009902,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified
389,2010,99.2254104614,3359275.0,4.874470872,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
390,2011,99.1209793091,3368934.0,4.835218563,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
391,2012,99.2977828979,3378974.0,4.906091004,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
392,2013,99.3101501465,3389439.0,4.976893341,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
393,2014,99.3906173706,3400434.0,4.93987271,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
394,2015,99.2286834717,3412009.0,4.833100614,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
395,2016,99.4412994385,3424132.0,4.806596803,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
396,2017,99.3169937134,3436646.0,4.85473676,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
397,2018,99.1659927368,3449299.0,4.792531297,URY,Uruguay,Latin America & Caribbean ,High income,IBRD
398,2013,100.0,30243200.0,8.059018746,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
399,2014,99.999961853,30757700.0,7.740242023,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
400,2015,99.999961853,31298900.0,7.453852299,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
401,2016,100.0,31847900.0,7.181525916,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
402,2018,99.9999237061,32956100.0,6.743169905,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend
403,2014,95.5999984741,263888.0,11.79698471,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
404,2018,96.5966110229,292680.0,11.28705658,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA
405,2011,98.236366272,28888369.0,8.854539718,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
406,2015,99.3173904419,30081829.0,9.334808803,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
407,2016,99.0925827026,29846179.0,9.364033543,VEN,"Venezuela, RB",Latin America & Caribbean ,Upper middle income,IBRD
408,2018,98.3531417847,95540395.0,7.98299994,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD
409,2010,99.2740402222,3786161.0,12.27277339,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
410,2011,99.3669967651,3882986.0,11.97195656,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
411,2012,99.2270812988,3979998.0,11.72976393,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
412,2013,99.2749023438,4076708.0,11.52038977,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
413,2014,99.319442749,4173398.0,11.31142599,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
414,2015,99.2678604126,4270092.0,11.13751422,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
415,2016,99.3130722046,4367088.0,10.91346811,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
416,2018,99.3823928833,4569087.0,10.528380049999999,PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Not classified
417,2010,86.5094528198,13605984.0,17.30690028,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
418,2018,91.6281890869,17351822.0,14.88167766,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA
419,2011,92.1245574951,12894316.0,23.03257201,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
420,2014,93.1883468628,13586681.0,19.37633493,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend
